,Sale,SalesAmountInEuro,time_delay_for_conversion,click_timestamp,nb_clicks_1week,product_price,product_age_group,device_type,audience_id,product_gender,product_brand,prod_category1,prod_category2,prod_category3,prod_category4,prod_category5,prod_category6,prod_category7,product_country,product_id,product_title,partner_id,user_id
2386418,0,-1.0,-1,1603844401,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,37EA94964C063748A3E7E72E2B210507
2387558,0,-1.0,-1,1603837150,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,3E5183D3829F301DE545606307918505
2403854,0,-1.0,-1,1597278796,211,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,8C8EF17FB186278BF21A737A78D5D3A8,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,1A13AB8B6AA0FD6FE5E08C742BACA3C2
2404150,0,-1.0,-1,1597297023,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,A48346ABF470721370B9861379483677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,E0CA6FE989DC4B8F5FC7E1E8B1FF7B37
2406920,0,-1.0,-1,1597231097,2,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,1F2863C6B7B7753AEADAC35043C7A4E2,F658FBDDD629031139FEA24329C45B57 2EC2D51A92CBAA00FF83332AB0FBAEA4,04A66CE7327C6E21493DA6F3B9AACC75,E2DD013660A63D50544B604A354AB2D7
2407474,0,-1.0,-1,1597293215,8,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,34BDA7349452CA553657F8600C56659D,3C5B8FE520F94FE7B648FDF985B7901D DC37B6AE884D66F9C1FA1D78C2491D4B,04A66CE7327C6E21493DA6F3B9AACC75,AE7B6CC42E60D26EB57A0BA4899E534A
2407533,0,-1.0,-1,1597231447,58,0.0,-1,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,C8102F3872C61EDD11A7818EE9EA7166,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,A80626D2B49F63E4465AA81A1FDF55CB
2409032,0,-1.0,-1,1597295745,211,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,8C8EF17FB186278BF21A737A78D5D3A8,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,DCAA1F1628638513F9C35AD15ACED4B9
2418346,1,24.98923,482844,1603788655,-1,29.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,7DFC557CFA408DDDDD74D2B1B127BAD5,-1,04A66CE7327C6E21493DA6F3B9AACC75,70E89B565BA655F57806B0AB4C763F5B
2421362,0,-1.0,-1,1603836176,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,0090BD6D04660E8BB340E2E70BCB20FD
2428738,0,-1.0,-1,1600070662,2,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,2F41FF0959AA9867CD1F666F52BB661F,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,C08050B58F54FA81F4580ECE15296698,067525A83E1875CB1828F4F9ADC752F6,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,2A1B5785F2134AD603A8EDC9B3BD6E17,38FD6CB68A84CB81F2219089F92B5BCC 8952A13F9BFC533C5B7229A9DBFD4877 42FE8ACDDE8EBFCE0729DA342870B041 1E8595166BD67129519AEF667872F2F4 2E6B9CE0EBD219441DEE5AFD30F2AC08 ACB35258960ABD917E43456366937577,04A66CE7327C6E21493DA6F3B9AACC75,0D12AA789DB2FD075EE7E92B5BC9B35F
2435358,0,-1.0,-1,1598110394,49,0.0,-1,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,85FCE431C4623A243A6E486770BD2E41,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,BAD22DCD7B8530649DF090CABF077FE6
2438610,1,25.94707,2143325,1602901817,7,30.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,4FEA146C514A0F46BDADCD1D05B37FC2,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,0F5AE38AFC0210BAE65C4C9491339B08,514691AE6BFA7ABFC3761BBABB40C69D,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,07FCB0FC1A1C1278F485D20B0D8F265F,63834058D1E08F4C8230FB232454FF47 54034B0B609A526B8839AB45F68AE939,04A66CE7327C6E21493DA6F3B9AACC75,358DD0CB63BFDA39640C4465EE39635E
2447573,0,-1.0,-1,1604096008,1,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,4EAF3852845AB635179D4788CD9B4C69,F56F3FF69C63569CE38EA553A7A1416B 216CCCBF3716D96B60C911A4B1AE2372,04A66CE7327C6E21493DA6F3B9AACC75,2E9CDF3E3D5451A77A10B2F4E09B7857
2459579,0,-1.0,-1,1598713229,97,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,2F41FF0959AA9867CD1F666F52BB661F,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,8C8EF17FB186278BF21A737A78D5D3A8,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,F685E82202B064D9A1E2C973E10283BB
2470437,0,-1.0,-1,1604290090,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,D4AD6E09751B2781C553954522CE5631,7EFD55698FF83B096D0765C63DA3D04D BF6EF7EE17AED02AF298649A4A3CD9D5,04A66CE7327C6E21493DA6F3B9AACC75,21A97678B8D3008AAAA1F145AF6A2065
2484273,1,84.30811,877,1599103218,0,24.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,2E4ED2B95CEF7FD11B282CDFDD56CEA0,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,E03A8F89590D9A0D94E2BEAFD10BF0CF,2C3CAFA6DB220A3FF5D71E69C989E1E0 E0A99156B18A490CB476D3A054CA5AC6 4263DE4AD42F4CA45F1934C0F5083330,04A66CE7327C6E21493DA6F3B9AACC75,18ECFE34F6FE57B60D800B8D6A978AC8
2492292,0,-1.0,-1,1597750718,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,FE28F3CE224DEA3055B333A2AF5F211C,3AC0B285B4974EC4F8E78A0A83548AF7 0C41089DF8BDDCD60A4E643BA10A88C7 66F477E43299CADE48FFFAE55B65C973 216CCCBF3716D96B60C911A4B1AE2372,04A66CE7327C6E21493DA6F3B9AACC75,7D967D40AB753DFA0C583D17261B62F6
2494426,0,-1.0,-1,1597743285,4,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,85E8983D6B8C4667C5E244CDFAEEAA5A,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D 2EC2D51A92CBAA00FF83332AB0FBAEA4,04A66CE7327C6E21493DA6F3B9AACC75,EEC5B11F107703141B5C114A52F90721
2495782,0,-1.0,-1,1597788265,12,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,062912BBD386302E29331BCBBCA218D8,7EFD55698FF83B096D0765C63DA3D04D BF6EF7EE17AED02AF298649A4A3CD9D5,04A66CE7327C6E21493DA6F3B9AACC75,A0B8DF9274E960CA2DDAF3841521C468
2496128,0,-1.0,-1,1597785034,111,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,5BF26ABE5A2409797F7F55FE04080FEA,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,38F4B97B2B028E2E95F101A7A238A0A2
2496819,0,-1.0,-1,1597748804,8,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,2F41FF0959AA9867CD1F666F52BB661F,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,735F406110EC78EDC521691AC1691CD7,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D 216CCCBF3716D96B60C911A4B1AE2372,04A66CE7327C6E21493DA6F3B9AACC75,EE4F51215187A9D0C142849EFB5A6A15
2498639,0,-1.0,-1,1603789760,21,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,5BF26ABE5A2409797F7F55FE04080FEA,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,116C702A30509675249FAD64A9677F1D
2515779,0,-1.0,-1,1601724002,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,E9347425D4E8FF794782C6C1F069C980
2516764,0,-1.0,-1,1601781410,125,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,35A7D11A0C254CF4C823252EA7AF277F,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,122FC138419F23A264643CCFE33DB019,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,34B84380A823E89EC4AB2EC35E1E7750
2517081,0,-1.0,-1,1601738564,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,602226768B3BB7054D09F3B18884DDCC
2537201,0,-1.0,-1,1601534552,6,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,94DB9D99AE2CD0948D35082983F584D2,7EFD55698FF83B096D0765C63DA3D04D BF6EF7EE17AED02AF298649A4A3CD9D5,04A66CE7327C6E21493DA6F3B9AACC75,7F9A391ADACCAB94E6B71283E36B7F23
2537844,0,-1.0,-1,1601451358,52,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,85FCE431C4623A243A6E486770BD2E41,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,FA71DE8B1DB9C01BC1000164CA6E35D3
2540121,0,-1.0,-1,1598136557,51,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,122FC138419F23A264643CCFE33DB019,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,50DDF5B0A851C9C625A1104E3F8E10EC
2540565,0,-1.0,-1,1598166290,49,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,85FCE431C4623A243A6E486770BD2E41,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,661C79CCD32F548AD380C17F05900068
2543068,0,-1.0,-1,1598094772,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,DDB93745F25CDA459125DD5E27E698B3
2543636,0,-1.0,-1,1598110164,30,0.0,-1,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,07AC4B7009D299CF290A1134D75BF5FD,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,B47D823C73BB22B564B5CC93BBC5FDEC
2543966,0,-1.0,-1,1598163522,19,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,C08050B58F54FA81F4580ECE15296698,067525A83E1875CB1828F4F9ADC752F6,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,26FD88AFD38FD9B440A1B5BC454AB9E0,B949FDB829AEE21E340A2EEAABA6DCE1 E42AA8D72734DB90A465BC5A960C4013 2E6B9CE0EBD219441DEE5AFD30F2AC08,04A66CE7327C6E21493DA6F3B9AACC75,8B3AFA1C28657A92518AA0AA0A506A35
2573709,1,83.47386,2037,1596750028,38,99.0,-1,7E56C27BFF0305E788DA55A029EC4988,A3636BD968CD24D174AF2882F2E27DA5,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,8C8EF17FB186278BF21A737A78D5D3A8,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,DB693C1E9401655BA2DB6AB34D0E7A85
2575877,0,-1.0,-1,1596705517,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,7B1EBB9F3F0260F5EA1EA6B6BC224AFB
2577214,0,-1.0,-1,1596766911,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,BB728BA67191992C835B7C5168A4380D
2594338,0,-1.0,-1,1600545547,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,A013528537D68934D62B3337A4C46C7F
2595475,0,-1.0,-1,1600571076,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,705EB7A6E4AED6B6E2B063057061ACD9
2599758,0,-1.0,-1,1600500563,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,78CFE0076E79AF146550646D8F4D83D4
2599908,0,-1.0,-1,1600524997,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,A48346ABF470721370B9861379483677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,8CF649F7FDD425AE2ED2209BC522D133
2610366,0,-1.0,-1,1598770583,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,BE87B9D5DFB27791255CAA7E4970B022
2612072,0,-1.0,-1,1598763523,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,E8DA1DD08442BF764BA658D2E3645406,EACDAA3C69974C9511E4FEF11FB59302 4605255779666F0B0193A6073550B633 4259E2C7A0C6321D6852D28164AAFBB7,04A66CE7327C6E21493DA6F3B9AACC75,07C06EEB39873CC58BBB7886BEEDBE97
2614348,0,-1.0,-1,1598759871,-1,0.0,-1,FF2C446555E3822B0E0FC3406116E86D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,B83E53EBADE131B30DD6F5281E82E3DF
2636302,0,-1.0,-1,1602805440,14,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,3F934FB8B4935F1227829F184250FB56,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,BB6566062ED1E4A426E79F6FA761EF1C,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D 2EC2D51A92CBAA00FF83332AB0FBAEA4,04A66CE7327C6E21493DA6F3B9AACC75,52BAE0168BCC508D93A2C25218207238
2638061,0,-1.0,-1,1602756133,7,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,FAF698070FB3E65CAC745562D4EB132A,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,59D612C5A0A123A3E9AF552D6CE1D651
2641687,0,-1.0,-1,1602757454,131,0.0,4C90FD52FC53D2C1C205844CB69575AB,FF2C446555E3822B0E0FC3406116E86D,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,122FC138419F23A264643CCFE33DB019,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,590CE91E94E5C77BDCA767AAC90C888F
2644527,0,-1.0,-1,1602064035,196,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,07AC4B7009D299CF290A1134D75BF5FD,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,8BEB0B8863D52DE8A02F7C7E0910C472
2650273,0,-1.0,-1,1602061062,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,A7A5FB5B51AD420A5E1D2F7DF871D0BC
2658266,0,-1.0,-1,1596647608,33,0.0,-1,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,C8102F3872C61EDD11A7818EE9EA7166,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,9371AF52116BEFA5BE0BB18121FE3A1F
2660218,0,-1.0,-1,1596631754,17,0.0,-1,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,0F10B7FD95D4BAD448869CF98D326998,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,229155D75FABED3669FAFFBBD7A8C333
